id_str;day;anonymized_text
1263972781798182913;2020-05-22;Jimmy Devarieux - Ma fièvre [url] via @mention
1268630476912308225;2020-06-04;ET B-ien non nous n’avions pas remarqué @mention! D’A-illeurs nous pensons tousse que vous racontez n’impO-rte quoi! @mention (Statistiques).
1271217529612980225;2020-06-11;@mention De toute façon, il y a des mecs qui dépensent autant en fringues et vice versa pour les jeux. Après ça dépend si tu as la fièvre acheteuse 😂 Mais dans l’ensemble il faut savoir se faire plaisir aussi... Sinon pour te répondre la PS4 sorti en 2013 c’était 500€.
1270806834039926791;2020-06-10;@mention la colère est un symptôme de résistance au changement bien identifié.
1282202841860526080;2020-07-12;@mention Si t'as mal à la gorge, c'est que tu as pris froid je confirme.
1267116854885191681;2020-05-31;Ah visiblement ca n’a aucun rapport avec ce qui se passe mais bon il s’est quand même moqué de quelqu’un qui avait du mal à respirer donc ca reste une merde.
1285116622370410496;2020-07-20;@mention @mention C’est juste du bon sens : mes parents sont revenus de vacances et vont se mettre en auto quarantaine au cas où, mais des connards de voisins qui toussent sont allés voir ma grand mère et ne vont pas aller se faire dépister
1270816161530286080;2020-06-10;@mention Tiens le fils de pute et de sortie où sont nos fusil et bazooka vengeance viendra un jour on vas les décapiter toussent un par un pour les crimes commis et récupéré leurs âmes qui serrèrent nos esclaves à jamais yes okiiii
1237044190175023110;2020-03-09;Vous voulez rigoler ? Allez à La Défense  en heure de pointe et tousser fort après regarder d’un coup y’a plus personne à côté dvous
1284968749821579264;2020-07-19;@mention @mention Après à ce que j’ai compris c’est un ensemble mais juste avec des symptômes différents
1281994348809326592;2020-07-11;@mention @mention ils iront bosser même avec 40 de fièvre, hein. Il faut pas croire qu'ils seront encore au chômage partiel
1276429199398645761;2020-06-26;"J'ai écouté en première écoute dans #Musique! avec @mention le dernier @mention ""La Fièvre"" et j'ai  A ""DORÉ"" 😁😉👍🏻🎙📻 Texte et musique magnifique, vivement l'album et en live"
1275468297937588230;2020-06-23;@mention Les 2,pour faire simple, les IgM sont présents quand on a les symptômes, les IgG sont présents à distance et montre que l'organisme a créé des anticorps, il reste à prouver que nous sommes bien immunisés contre ce virus.
1284375374659493888;2020-07-18;@mention Symptômes d’une société malade
1276575572714553346;2020-06-26;@mention @mention @mention Tu veux parler de ses pairs qui m'ont prescrit du doliprane et qui m'ont dit d'appeler le SAMU quand j'aurai du mal à respirer?
1283387181642416128;2020-07-15;🤒 Le skieur a eu des symptômes forts mais se sent beaucoup mieux   [url]
1271117550475268097;2020-06-11;@mention Heureusement parce qu’elles sont pas jolies Dany ! Je te connais avec plus de goût 🥺
1276253450779713556;2020-06-25;Et Buzyn tousse dans sa main 😱😱😱😱
1264951858025676800;2020-05-25;Y’a un trucs dont j’ai du mal à comprendre pourquoi ça vous dérange un mec qui se maquille ? Genre vous avez du mal à respirer ? Ça vous dérange à avancer dans votre vie ? Wsh chaud mgl vous aimez trop porter de l’attention dessus buvez de l’eau
1266705906185748481;2020-05-30;La liberté totale doit être rendue aux gens qui ne présentent aucun symptôme en sachant que les asymptomatiques ne sont pas contaminants. Il faut cesser toutes ces mesures totalement débiles uniquement pour mettre au pas la population. [url]
1267786349895188481;2020-06-02;@mention De fou moi j’avais peur de rigoler ou te tousser et toi 😭😭💀
1269741149989867520;2020-06-07;*tousse encore* quelle toux les zami [url]
1281833099610005505;2020-07-11;....et bien toussez maintenant ...🙄 [url]
1265048598099775489;2020-05-25;Ce qui interroge ce sont ces journaleux qui ne savent pas décrypter le biaisage de ces études foireuses. Ce qui a tué les malades pendant 2 mois ce sont les respirateurs inadaptés aux symptômes constatés avec thérapie inadaptée. [url]
1282596997359427585;2020-07-13;@mention Il se sent mieux mais il a encore de la toux et nez bouché. J'attend encore les résultats du test Covid 🙄😕
1265406171684507650;2020-05-26;@mention @mention Le risque ce sont les joueurs entre eux. Les situations de jeu ne laissent aucune chance aux joueurs si l’un d’entre eux ou du staff est contaminé. Être en corps à corps avec des efforts physiques qui te font transpirer, souffler, tousser dans la tronche des autres, les toucher.
1285217623089778691;2020-07-20;@mention @mention Tu commences déjà à tousser je le sens
1273320464597823488;2020-06-17;J’ai de la fièvre et je vomis Vasy ça arrive qu’à moi sa
1281922422619418625;2020-07-11;Cc mes amis, merci beaucoup pour vos mots d' hier à propos de mon fils. 🤗🤗🤩 Aujourd'hui il se sent mieux, mais la toux est encore présente, mais je suis sûre que tout passera vite 🙏 et le résultat du teste sera négatif 💪. Je vous souhaite un excellent week-end 😘😘 [url]
1266077014336954368;2020-05-28;Aux USA des mouvements anti masques, des gens qui toussent au nez des gens qui leur reprochent de ne ps porter de masques, des bagarres dans les mags....les américains ont vraiment un pet au casque 🥺
1270271158571675650;2020-06-09;@mention Oui c'est dans les symptômes apparemment, du coup suis crevé 😨
1268796102825979904;2020-06-05;Comme notre système de la Protection de l'Enfance est nul parfois! A tous les échelons,  sur tous les services, dans chaque maillon! On connaît les symptômes 😓 les stigmates de la maltraitance😓 les clignotants familiaux😓 #ASE #Enfanceendanger #Enfancemaltraitee Priorité? [url]
1269695135400542209;2020-06-07;"L'astrologue : &lt;&lt; Mon astre a perdu son pouvoir ; Il va de port en port, vulgaire comme un mousse ;  L'espace est en congé, c'est pourquoi l'on peut voir sur les toits de la ville une lune qui tousse &gt;&gt;"
1264740774958243841;2020-05-25;Je tousse comme Arthur Morgan la
1279894494381473794;2020-07-05;"@mention @mention Oh la la qu'est ce que vous avez pas dit ""noir""! C'est un délit avec peine à vie dans un camp de rééducation. La France est devenue folle, le symptôme des rois de France, la consanguinité des dirigeants. Va falloir donner un sacré coup de pied dans la fourmilière en 2022"
1265641552275259394;2020-05-27;#stopcovid rejoindra la longue liste des ratés du numérique. Une appli par les Gafam en mode tu es près d’un cluster donc la probabilité est forte aurait été bien meilleure. Qui te rappelle tous les matins de décrire tes symptômes.
1286073410800488453;2020-07-22;@mention @mention Oui voila c’est pour ça j’ai précisé ... mais dis toi que mm Alzheimer c’est pas facile parfois ça depend des symptomes quoi .. mais bon, moi mm j’pourrais pas les laisser en maison de retraites, j’prefere une aide a domicile h24 au pire ! Mais ils seront largement mieux chez eux
1265381760948408322;2020-05-26;@mention À chaque fois que je voie Raoult tousser dans une de ses interview j’ai l’impression de voir le président de Panem, qui sais qu’il va mourrir bientôt.
1268350423582363648;2020-06-04;Ça fait 2h j’essaye de dormir mais à cause de mes allergies je fais que de tousser c’est invivable
1270839437115736065;2020-06-10;@mention Il a chopé une mononucléose, c'est-à-dire les même symptômes que le covid et ça fait 3mois que ça traine🤦🏼‍♀️
1285106839198277633;2020-07-20;Certes, mais toi tu fais gaffe à ne pas voir ta grand mère pour éviter de la contaminer, mais t’as des connards de voisins qui viennent la visiter alors qu’ils toussent et ne comptent pas aller se faire dépister. Et là tu peux rien faire [url]
1276130605546328071;2020-06-25;@mention Sauf que... J'ai des exemples d'amis... Médecins qui y croyaient dur comme fer, ont appliqué le protocole à la lettre dès les 1ers symptômes. Bilan sur 2 cas, 3 semaines de réanimation pour l'un, 6 pour l'autre et... De graves séquelles.
1277828910831603713;2020-06-30;"""Je ressens des symptômes, notamment de la fièvre et une douleur thoracique, il est difficile de savoir si je pourrai jouer ou pas""   [url]"
1280794395328069632;2020-07-08;Donc le service des urgences à proximité a renvoyé deux fois chez elle une patiente avec toux attribuée à de l'angoisse. Depuis hier, elle est hospitalisée sous oxygène dans un chu, covid+ 😱
1258372140832821248;2020-05-07;@mention J’ai vu ça hier ( des athlètes français qui disaient avoir eu des symptômes à leur retour de Chine avant décembre) je suis choquée ! Peut être la Chine mentait depuis tout ce temps c’est pas possible 😩
1281682375395745792;2020-07-10;@mention Coton trempé dans de l’eau , tu peux rajouté une pincé de sel si tu veux un plus de goût
1268991117405630465;2020-06-05;@mention Et peut-être que le faite qu’on ne regarde pas montre que nous sommes supérieurs et avons plus de goût ? Qui sait x)
1268061360686018560;2020-06-03;4️⃣🧡[#CoupdeFlash] La bague connectée #Oura peut anticiper de 3 jours les symptômes du #Covid19 selon des chercheurs [url] v/ @mention   💬L'#IA se base sur la température, la fréquence cardiaque, la respiration et le sommeil   #HealthTech  #FlashTweet⚡️ [url]
1264319454240018434;2020-05-23;@mention @mention @mention Vous avez raison, c’est comme donner le traitement à un malade ayant une viralité très élevée alors que le protocole du Pr Raoult précise qu’il faut le donner dès les premiers symptômes pour justement éviter l’aggravation de cette viralité. Effectivement, effets différents ...
1269697688855105537;2020-06-07;Journée de merde hein putain bonne soirée à toussent à demain.
1266008004836634626;2020-05-28;Entre ceux qui le porte sous le menton, ceux qui le touche de partout, ou encore celui qui le retire ( en mettant bien ses mains degueulasse partout ) et tousse, avant de le remettre....
1270469287099195392;2020-06-09;"L'astrologue : &lt;&lt; Mon astre a perdu son pouvoir; Il va de port en port, vulgaire mousse; L'espace est en congé, c'est pourquoi l'on peut voir sur les toits de la ville la lune qui tousse &gt;&gt; ;"
1283306021830774784;2020-07-15;"@mention Et c'est plutôt une chose qui nous amuse. Le seul hic, c'est que cet outil qui est un ""assistant carrière"" contribue à construire notre identité professionnelle. Le danger symbolique serait qu'iprof contribue à devenir un symptôme de déconsidération sociale."
1285898270556987392;2020-07-22;😹😹😹 pcq j’ai toujours les mêmes symptômes soit il panique soit il me sor « mais c’est rien Sofia » [url]
1276210559105536000;2020-06-25;"#Paris #Municipales Plus difficile que d'entrer le dentifrice dans le tube ? Récupérer en octobre les terrasses des cafés-restos, qui édifient à l’envi estrades sur la chaussée. Quel plaisir de tousser keuf-keuf en son assiette les fumées d’échappement ?  Ça c’est Paris ; -)"
1267023045178376199;2020-05-31;"🗣💬 ""Je n'ai pas eu de fièvre, mais j'étais détruit. Une ambulance passait toutes les deux minutes et je pensais mourir. Il y a un hôpital à proximité, il semblait être en guerre. La nuit, je me demandais ce qui allait m'arriver si j'y allais""   [url]"
1285864534595506176;2020-07-22;#apresJ120 toujours cette fatigue insupportable et maux de tête régulièrement. Symptômes COVID début le 17 mars pendant 15 jours fièvre, perte odorat et fatigue. Test sérologie récent anticorps positif. Courage à tous
1268109621778173952;2020-06-03;[Semaine mondiale #hémochromatose 🌎 ] 1 jour ▶️ 1 vidéo 🎥 Quels sont les symptômes de la maladie ? La FFAMH vous répond 🔴 [url]
1266810397018947584;2020-05-30;Notre nouvelle publication sur l’efficacité des traitements psychédéliques sur les symptômes depressifs [url] @mention @mention @mention #metaanalyse #psychedeliques #addiction #psychiatrie #PSYCOMADD
1265878698353405953;2020-05-28;Salut à tousse ! 👋🏻 [url]
1282017025121034240;2020-07-11;ya moyen j'ai dla fievre la
1264949609165737989;2020-05-25;@mention @mention @mention Le doliprane est un excellent medoc dans le  cas du covid-19 pour combattre les douleurs musculaires, les maux de têtes, le nez qui coulent et la toux. J'y suis passé, la chloroquine m'aurait tué par ses effets secondaires
1276219706471526400;2020-06-25;@mention Dès les premiers symptômes... Je l'ai dit. Ce sont des médecins et ils étaient convaincus par le protocole.
1268238083276898312;2020-06-03;4️⃣🧡[#CoupdeFlash] La bague connectée #Oura peut anticiper de 3 jours les symptômes du #Covid19 selon des chercheurs [url] v/ @mention   💬L'#IA se base sur la température, la fréquence cardiaque, la respiration et le sommeil   #HealthTech  #FlashTweet⚡️ [url]
1284195776508370944;2020-07-17;@mention @mention Au fait, j'ai vu que ta sérologie était revenue positive ! J'ai fait la mienne il y a quasi 2 mois et négative. Apparemment, il en faut des plus sensibles pour les gens qui n'ont pas eu de fièvre élevée mais elles ne se font que dans certains labos 😅.
1270255376030748672;2020-06-09;Et bonne journée à toussent! [url]
1269949268661592064;2020-06-08;Bonne journée à toussent sinon😽😽 [url]
1281328850950070279;2020-07-09;@mention Fièvre ? Dysphagie ? Toux ? Myalgies ?
1274384350226890752;2020-06-20;Vous aussi vous la sentez la fièvre de ce samedi soir ?
1285192187093884929;2020-07-20;Tellement je passe une journée de merde j’ai du mal à respirer
1264668563656323072;2020-05-24;2-3 cuillères et tous tes problèmes de gorges, toux etc disparaissent
1281981753532522497;2020-07-11;Bonne vacances à toux ceux qui prennent la route ! Soyez prudents  #holidays @mention @mention [url]
1286075239093370880;2020-07-22;@mention @mention Et pourtant ct un alzheimer donc oui c’est une question de volonté et jsuis convaincue que chacun peut garder une personne agée chez soi mais tout depend des symptomes
1269596344039153666;2020-06-07;@mention Mdrr bah ça a100 fois plus de goût que la blanche
1268825773743489024;2020-06-05;DIRECT. Covid-19 : environ «10 à 15 % des patients» se plaignent de symptômes persistants - Nouvelle très inquiétante  [url]
1265047490505723912;2020-05-25;Mal de tete c un symptôme ?
1269124026259079168;2020-06-06;La jalousie n'est pas une preuve d'amour, mais un symptôme d'amour-propre... [url]
1264889359876136961;2020-05-25;@mention @mention On a bien compris que lorsque c'est trop tard c'est foutu mais on attend l'étude dès le début des symptômes...#Covid_19 #chloroquine
1265912593480376320;2020-05-28;Bonjour à toussent [url]
1281711446707986432;2020-07-10;Aujourd’hui j’ai essayé les pailles en verre... plus de goût d’inox, et de carton mâché, dans la bouche 😁😋 #glass #straw #virgin #drink #mojito #yummy #cheers #weekend [url]
1279556310527356928;2020-07-04;@mention 7 cm le long de l'oreille jusqu'au cou, 6cm sur un bras Je ne sais depuis quand date votre sternotomie, ça tiraille pas trops, ne vous empêche pas de tousser, ca va ?
1235840766838112256;2020-03-06;La meuf à côté de moi me regarde trop mal quand je tousse j’ai envie de lui tousser à la gueule
1259563358640103426;2020-05-10;Demain qui est chaud barbecue, première qui tousse il graille pas
1285233558525706240;2020-07-20;je sais pas comment réagir, je me sens bizarre.. pendant un an je faisais mes siestes de 4h l’aprem après les cours et la tu me dis que je vais finir à 21h tous les jours? j’ai du mal à respirer, j’arrête pas de pleurer
1269139812545703938;2020-06-06;Après deux mois de symptômes persistants, ces malades du Covid-19 vivent de vraies montagnes russes [url] via @mention
1263085399305588738;2020-05-20;Covid-19 : deux mois après leur infection, de nombreux patients présentent de nouveaux symptômes - France 3 Paris Ile-de-France [url]
1281854441747099650;2020-07-11;Jsuis dans le train j’ai bed de mal à la gorge mais j’me retiens de tousser pcq la meuf à côté va appeler à l’aide
1281463740005842944;2020-07-10;@mention Quand les autorités et les journalistes disent Jeunes c est un euphémisme pour ne pas dire l origine des individus ! Faut pas stigmatiser!! On se cache la tête dans le sable en pensant que ça passera! Ton casse le thermomètre en espérant que la fièvre baisse
1266032771220283392;2020-05-28;[D+24 carats] Ça sent pas bon pour vous tousse. 🎨🎬🥱 Autant être franc.
1274801437663469584;2020-06-21;@mention @mention Vous chantiez- vous dansiez? j'en suis fort aise. Eh bien ! TOUSSEZ maintenant....☹️😷💉....#COVID [url]
1277989528817602560;2020-06-30;Bon à M+3  avec des signes en nombre mais sans fièvre et ni fatigue, pas de présence d'Ac covid19 pour moi. Prochain prélèvement  dans 3 mois. #unpeudegquandmeme #serologiecovid
1281679434945302528;2020-07-10;J’essaie les pailles en verre... plus de goût d’inox, et de carton mâché, dans la bouche 😁😋 #glass #straw #virgin #drink #mojito #yummy #cheers #weekend [url]
1276385184410148865;2020-06-26;(suite) #MitchellLewis   La fièvre du Pétrole Rio Rita Apache
1278801601281560582;2020-07-02;Je viens de voir, un SDF a porte d Italie paris touché par la #covid19, il n est même  pas au courant de quoi il s'agit,alors que il présente tout les symptômes,c'est un spectacle macabre, merci aux @mention  d'avoir pris soin de lui, c'est  un pauvre  malheureux  #paris #sdf
1265405580543496197;2020-05-26;@mention Le risque ce sont les joueurs entre eux. Les situations de jeu ne laissent aucune chance aux joueurs si l’un d’entre eux ou du staff est contaminé. Être en corps à corps avec des efforts physiques qui te font transpirer, souffler, tousser dans la tronche des autres, les toucher.
1270471004456976387;2020-06-09;@mention @mention Tu as tes règles lors d'un denis ton ventre ne gonfle pas  Bref aucun symptôme
1277601367515959302;2020-06-29;le ga du point relais il parle trop mal jvais tousser sur ses colis il va voir
1266825257232539649;2020-05-30;Il est né avant 1.1.2018, donc aucune obligation , que des recommandations. S'il souffre de tous ces symptômes je déconseille de vacciner... [url]
1268326108308611073;2020-06-03;@mention Pck y’a des symptômes
1282253613667094531;2020-07-12;@mention Toux et nez bouché. Mais ça va aller avec le temps.
1269430848530587648;2020-06-07;Jfait que de tousser wsh
1235145359288143874;2020-03-04;La tuberculose ?Est-elle mortelle? #germes #maladie transmis ds l'air'1 personne porteuse tousse, éternue,crache,tuberculose1  #maladies+meurtrières#monde, soignée,ss traitement,45 %malades en mourront.[url] #mortelle le virus du sida | [url]
1281994028448391169;2020-07-11;J’ai vraiment passé une journée de 11 juillet dans mon lit à tousser et me moucher ?
1275864949118689280;2020-06-24;Je suis rentré j’ai mal partout, j’ai de la fièvre, j’suis super crevé
1285989125426941953;2020-07-22;J’ai réussi à rester 4 mois sans être enrhumée et là j’ai mal à la gorge nez qui coule et tout 😒
1265369846038106112;2020-05-26;@mention Oh la fièvre
1280541882163093505;2020-07-07;@mention Ne vous réjouissez pas trop vite, d’abord la presse ne précise pas s’il s’agit du diagnostic de maladie #COVID__19 ou du test d’anti-corps révélant une infection passée, ensuite #Bolsonaro n’est ni vieux, ni obèse, il a 99,99% de chances d’avoir juste quelques symptômes grippaux
1219550439831678978;2020-01-21;Que prenez vous en cas de migraine maux de tête et fièvre
1265173158623141888;2020-05-26;"""Lorsque la concentration de l’air en pollen de graminées atteint 50 grains par mètre cube, 90 % des personnes sensibilisées aux graminées présentent des symptômes cliniques.""  ici bleu devrait etre autre chose, et le vert du rouge  @mention [url]"
1275105171656396800;2020-06-22;Anne Hidalgo révèle dans Capitale 2020 sur @mention @mention avoir eu le Coronavirus, sans symptôme important. Des maux de tête légers. La Maire de Paris a été testée il y a plusieurs semaines. #Capitale2020 #Municipales28juin [url]
1219549981390131200;2020-01-21;Fièvre ou allergies quelle épidémie roule
1276601764716908544;2020-06-26;A titre additionnel, une fièvre n'est présente que chez environ 12% des infectés…🤒 Du matériel passoire acheté pour pas grand chose. #coronavirus #COVID19 😷🦠 [url]
1266113720327057409;2020-05-28;@mention @mention C’est moi ou il est plus cinglé que jamais notre ami @mention  Délirant, violent, agressif... des symptômes d’alzheimer, non ?
1217684566758084608;2020-01-16;Le soir après manger ne tiens pas après la vaisselle douche pyjama je m’endors ds le canapé puis file ds la chambre au lit mais est réveillée à minuit par 1 horrible toux irritante qui est longue à se terminer à m’en faire vomir 😱🤢🤮vivement cette toux poumons s’estompe l’été🙏🏻
1282656354012930048;2020-07-13;bon tu coup, je report à demain la sortie, mal de gorge ou pas, pas de courses à faire c'est fait ce matin
1284080380820295680;2020-07-17;Qui a fait de la fièvre toute la nuit? C’est Nono 😁😁😁😁😁
1269868196347236354;2020-06-08;C'est sûr qu'en prescrivant la #chloroquine à des patients jeunes, en bonne santé, avec peu de symptômes, on peut claironner ensuite l'efficacité imparable de la molécule :) [url]
1264112941365952513;2020-05-23;j’ai trop mal à la gorge
1281570969841283072;2020-07-10;Coronavirus: Carla Bruni fait son mea culpa après une vidéo où elle fait sembler de tousser sur des gens [url] [url]
1268286605762101254;2020-06-03;@mention @mention Il n'a pas les symptômes du mégalo pervers narcissique....? 🤔
1266415842394333193;2020-05-29;La Zlabiya est une pâtisserie beaucoup trop sucrée j’ai mal à la gorge carrément
1240674936533983236;2020-03-19;@mention tu a de la fièvre et tout ?
1281335292834852865;2020-07-09;J’ai genre tout les symptômes 😲 [url]
1263050262123630592;2020-05-20;Draps, robinets… avant même tout symptôme, les malades du Covid-19 peuvent contaminer les objets [url]
1280304593528905731;2020-07-07;40 de fièvre et 48h sans manger et dormir we driving to hell
1269876177952538625;2020-06-08;@mention J'ai eu y a 2 mois avec légère tétanie et du mal à respirer
1276448865261178880;2020-06-26;EN L’ATRAPPANT SANS SOUCIS DE SYMPTOME CARACTERISANT LES INFOS DE L’ENTROPIE CYCLIQUE DES TEMPS ANCESTRAUX SUR LA CAPACITÉ DE SURVIVRE AUX FACTEURS PASSÉ, symbiosis G quicly, and less and less be deads??!!|./ [url]
1269431275309469700;2020-06-07;@mention J’ai juste mal à la tête ça va j’ai pas de fièvre mdrr
1285305529431187460;2020-07-20;@mention @mention Symptôme classique du covid  Merci de vote absence de réponse sur la formule  Vous savez donc que l'indicateur progresse mais vous ne savez pas comment il est calculé  Et moi si je vous en donne 10 qui sont excellents et dont je peux vous expliquer le calcul vous les negligerez
1212374684387426304;2020-01-01;La liberté en voiture mieux que les transports en commun en Grève on attrape la crève et l’impolitesse des parisiens et beurk ils elles toussent sans mettre la main devant bonjour le partage microbes bactéries virus et le médecin tout n’est pas rembourser chez la pharmacie 😱💉💊
1263595276440236034;2020-05-21;@mention @mention Il me semble bien que c'est l'inverse. SARS décrivant la maladie par ses symptômes tandis que Covid19 est le nom du virus.
1268452790805938176;2020-06-04;Je n’ai toujours pas de fièvre. Tout va bien, oups [url]
1270132521901215754;2020-06-08;j’ai trop chaud de devenir comme lui, j’suis bancale à l’idée d’me dire que j’ai des symptômes identiques et que ça peut donc arriver
1275880266398150660;2020-06-24;@mention Non mais clairement c’est pas le covid, j’ai mangé un truc périmé et j’ai les symptômes de la gastro mdr
1280777303421829120;2020-07-08;Covid-19: une infection sur deux se produit avant l’apparition des symptômes [url]
1285302656836210689;2020-07-20;@mention Ça va , peut être de la fièvre j’ai pas de thermomètre 😂
1263692241077514241;2020-05-22;#CoVid19 : la fièvre médiatique [url]
1271117550475268097;2020-06-11;@mention Heureusement parce qu’elles sont pas jolies Dany ! Je te connais avec plus de goût 🥺
1267786349895188481;2020-06-02;@mention De fou moi j’avais peur de rigoler ou te tousser et toi 😭😭💀
1239090672298332162;2020-03-15;@mention @mention @mention Il manque le chiffre des gens qui on été contaminés sans symptômes comme les enfants et les gens en bonne santé qui on été contaminés mais qui ne sont pas allé à l’hôpital car leur symptôme n’était pas trop grave.
1268818317101469705;2020-06-05;@mention @mention @mention Le matin ça va. Par contre le soir je tousse oui 🥴
1266023494032207872;2020-05-28;@mention Pour quelqu’un qui a du mal à respirer on s’amuser bien 😂😂😂
1263177215912615938;2020-05-20;J’ai des problèmes pulmonaire ce qui fais que je tousse souvent très souvent même, devinez qui est-ce qu’on regarde en 3D dans le bus ?
1221128673622925318;2020-01-25;Ko après l’église chrétienne judaisme judaïque à là Courneuve Aubervilliers prière amen alléluia mes frères sœurs de cœur allez dans la paix du Christ bon samedi soir la fièvre du samedi et demain messes église catholique et pasteur pastorale et différentes religions #Dieu ..🙏🏻🙏🏻
1285619537304592386;2020-07-21;Hélas @mention se dérobe et ne répond pas à la très pertinente question d’@mention qui lui demande son avis au concernant #PJLBioéthique Pendant la question il consultait fiévreusement ses parapheurs Courage, fuyons ! @mention @mention [url]
1241762752491859968;2020-03-22;Coronavirus : Vous pensez avoir des symptômes ? Un site propose un test en ligne pour vous orienter [url]
1284437356922261504;2020-07-18;@mention @mention @mention @mention c’est réel y a des manifestations anti-masque partout aux états unis puisque certains républicains pensent qu’on les prive de leur droit de liberté en imposant le port du masque obligatoire et parmi ces gens y en a plein qui toussent ouvertement sur les autres etc donc bon
1269736359176085504;2020-06-07;Wsh tout les soirs je tousse
1278824835821580288;2020-07-02;@mention On est d'accord ça a mille fois plus de goûts 😭
1274630471964602368;2020-06-21;@mention @mention @mention Et les deux personnes assises derrière et qui se penchent pour tousser, on les connaît ?
