id_str;day;anonymized_text
1299662768870772736;2020-08-29;"Reprendre les bases ... La psychanalyse ne soigne pas, elle éclaire la voie ""d'Un qui souffre"" vers la réconciliation d'avec son symptôme. 

Le psychanalyste est Charon, pas Asclépios... 

@mention @mention @mention @mention @mention @mention [url]"
1202858072915554304;2019-12-06;@mention @mention @mention on parle de la température moyenne mondiale, pas de votre thermomètre, nuance.
1225113507848507392;2020-02-05;@mention Je dirais meme que ça va au delà de l’homophobie... c’est symptomatique d’un recul intellectuel de nos sociétés...
1235682691116224512;2020-03-05;"INFO JDD. Un député LR d'Alsace hospitalisé après une suspicion de Coronavirus : « Son état est jugé ""sérieux"" (...) il est actuellement en réanimation et souffre de ""difficultés respiratoires"" » [url] via @mention"
1249306543528558592;2020-04-12;@mention @mention je pense que tu fais référence aux porteurs sains ou très peu symptomatiques, pas les guéris. je t'invite à rejoindre ma boucle pour des analyses médicales et eco au delà des news habituelles @mention
1255225267448156163;2020-04-28;Putain elle a toussé dans son micro à ce niveau là c'est criminel
1255779174612111361;2020-04-30;Ça se saurait clairement si ça marchait réellement sur les symptomatiques. Et il aurait pas besoin de Paris Match ou BFMTV. [url]
1259808475066007555;2020-05-11;@mention Une fois la porte fermé, j’aurais toussé comme un chien 🐕 😂😂😂😂
1276784517605400577;2020-06-27;"Après trois ans d'absence, @mention signe son come-back avec un nouveau single, ""La fièvre"" 🌡
L'occasion pour nous de revenir sur sa carrière, commencée il y a plus de 15 ans dans les bars de Nîmes.
À retrouver aujourd'hui à 17h50 sur @mention 📺 
#50mninside #JDlafievre [url]"
1284205924589199360;2020-07-17;"#COVIDー19 : La Direction Générale de la Santé (#DGS) rappelle la nécessité de réaliser un test virologique dès l’apparition de symptômes. 

▶️ Oui rater un apéritif entre amis, ou decaler ses vacances est ennuyeux : mais la santé n’attend pas. Pensez à vous. Pensez à nous. [url]"
1286593068259520514;2020-07-24;Ya pas besoin d’être aller a la be fresh pour attraper le covid hein , au lieu de vous moquer pensez à tout les mouvements ou vous êtes aller et surveiller vos symptômes
1288394135179796481;2020-07-29;@mention Oui je suis d'accord. Je pense aussi aux croyances autour de ce que le port du masque durant une longue durée peut impliquer (difficultés respiratoires etc.)
1289471492426592256;2020-08-01;@mention J’te jure même là je suis pas rassurée car je les ai plus maintenant mais j’ai des symptômes bizarre 😂
1292436133952065537;2020-08-09;"@mention C'est bien ce a quoi je pensais, tu as de réelles et a minima difficultés respiratoires ?  

T'as quoi plus précisément si c'est pas indiscret et de quoi aurais tu besoin comme op  ?  

Bah t'es jolie c'est ainsi on va pas se mentir non plus on a passé l'âge je crois ☺"
1293484742231433216;2020-08-12;"@mention @mention Qu'est ce qui est une mascarade ?
Les 40.000 morts ?
Ceux diagnostiqués covid et ayant des symptômes incapacitants plusieurs mois après ?"
1294225142374117376;2020-08-14;l'info intéressante et rassurante sur #Covid_19 en France,  des bulletins de @mention : le nombre d'asymptomatiques testés augmente, alors que le nombre de symptomatiques est stable voire en diminution. [url]
1298181062242242560;2020-08-25;@mention @mention @mention Ferrari celle qui venait nous emmerder aux urgences à Mignot car son gamin avait 38 de fièvre
1230054791239303168;2020-02-19;"@mention C'est plus profond que juste un système. Tu penses pas ? 

C'est symptomatique de l'équipe."
1232712065271422982;2020-02-26;"[#JePartage] excellente vidéo #Youtube sur la chaîne d' @mention contre les maladies de l'hiver :
▶️Toussez dans votre coude
▶️Lavez-vous les mains régulièrement 
▶️Utilisez un mouchoir en papier à usage unique...
[url]
#healthy #takecare #care #careful [url]"
1237865937606283265;2020-03-11;tout se qui crachais sur ney maintenant vous le sucer bien fort krkrk attention a pas a trop avoir mal a la gorge
1281181212552441860;2020-07-09;@mention De fou je suis enrhumé j’ai un mal de gorge j’ai trop mal dormi
1287828168720744451;2020-07-27;"Ptn jcroi j’ai encore les symptômes di corona , on peut l’avoir 2 fois??
Sans effet eeh😭"
1288223612974096386;2020-07-28;@mention @mention @mention Je suis couché. la fièvre remonte...
1292717384210538496;2020-08-10;"⛱ [#FlashTweetSummer] La fièvre des #stories arrive sur #LinkedIn by @mention 
[url]

💬 C’est au tour de #LinkedIn de céder aux sirènes des stories. Et la France est le 1er pays européen où elles sont lancées

#FlashTweet du 24/06/2020⚡️ [url]"
1297151818838036481;2020-08-22;Toussez dans votre coude vous comprenez pas quoi putin
1297311847138418688;2020-08-23;boutons de fièvre ma phobie
1297895125855633408;2020-08-24;J’ai tousser dans le tram fallais voir les regard que ça m’a lancer mdr j’ai mon masque pourtant
1298187009073217536;2020-08-25;@mention @mention @mention @mention Ce qui est bête c'est qu'être en zone verte ne change rien au problème, le relâchement est volontaire dans toutes les zones, et les anti masque, anti toux n'aident pas à lutter contre le relâchement, l'humain est faible et ira toujours à la facilité
1299262580943355904;2020-08-28;@mention @mention Symptomatique.
1241807793910362118;2020-03-22;@mention @mention Tout dépend de la température initiale de la glace. Si c'est du taklon, je conseille le synthétique. En vous remerciant de votre question. Ca fera 80 euros. Je vous laisse voir avec ma secrétaire virtuelle.
1244701322642952193;2020-03-30;@mention « Ta de boux youx toussé »
1266559156988915712;2020-05-30;@mention *tousse* *tousse*
1272023182397059077;2020-06-14;J’ai mal a la gorge deouf
1276146362212651020;2020-06-25;"40% de perte d'Ac anti-SARS-CoV-2 chez asympatomatiques et 13% chez symptomatiques : [url]

Portage significativement plus long chez les asymptomatiques avec une médiane de 19j (15-26)

--&gt; Mesures barrières à poursuivre ++
#COVID19"
1287841574160867334;2020-07-27;Il tousse énormément et un jour tellement il tousser il a accusé ma mere d’avoir trafiqué la machine il a embrouillé ma mere gratuit , j’etait off 😂😂😂
1288288453558403074;2020-07-29;@mention J’espère tu tousse des diamants à ce prix là
1289602695515471872;2020-08-01;@mention @mention Le verbe attaquer est impropre. Lisez-bien tout sur le sujet. Les petits sont porteurs du virus parfois en grande quantité mais ne développent pas de symptômes graves.
1294620634224431106;2020-08-15;T’as envie d’avoir mal à la gorge juste pour le boire [url]
1296658928051216385;2020-08-21;Stigmabase | FRA —  Est-ce que je souffre d'épuisement professionnel ou de dépression? Un psychologue explique: Problèmes mentaux: Des symptômes tels que l'irritabilité, une humeur ... Notant que la dépression est l'un des troubles psychiatriques les… [url]
1296951549143453698;2020-08-22;En même temps jai dodo grand Max 4h et je recommence à avoir du mal à respirer
1299352187546537987;2020-08-28;@mention J’ai déjà entendu, sans tousser, que la sainteté du monastère de Bussy était assiégée par le malin : d’où les tueurs en série.
1239930079158960129;2020-03-17;Elle a toussé 😭 [url]
1241825624613945347;2020-03-22;"Diagnostiquée avec des ""symptômes bénins"", que dire d'autre que ce que La Fontaine a écrit:""Un mal qui répand la terreur[...] Ils ne mourraient pas tous mais tous étaient frappés[...] Selon que vous serez puissants ou misérables, les jugements de cour vous rendrons blanc ou noir"" [url]"
1250036966034477057;2020-04-14;@mention eh oui -Il faudrait tester avant le 11 mai pour évaluer les perspectives de déconfinement en priorisant tous ceux qui st appelés à travailler, qu'ils soient ou non symptomatiques - ils font tout à l'envers dans ce gouvernement
1272950970876604416;2020-06-16;@mention @mention En tout cas, des gens réagissent en groupe  face aux racailles, c est nouveau et symptomatique du degré d exaspération des gens et de carence de l'état.
1274426928460693504;2020-06-20;@mention Bonsoir si l'IGG d'un test Euroimmun indique 0,2 d'AC pour une séropositivité fixée à environ 1 malgré un diagnostic symptomatique positif du foyer de 4 personnes en mars. Cela signifie-t-il absence d'immunité sérologique ou que nous n'aurions potentiellement pas eu la COVID ?
1277051917806567425;2020-06-28;En lisant, je viens de me rendre compte que j’avais le corona y’a 2 semaines psk j’ai eu exactement les même symptômes [url]
1280456672847237126;2020-07-07;j'ai du mal a respirer genre meme par le nez je galere
1287864026928525313;2020-07-27;@mention Il est beaucoup plus simple de soigner des les 1er symptômes STOP 🛑 aux bêtises une maladie doit avant tout être soignée avec le protocole suivant DÉPISTER SOIGNER ISOLER
1289287452784570369;2020-07-31;@mention Je note que @mention est celui de mes followers qui a le plus de goût!
1294005490733789191;2020-08-13;@mention car j'ai menti j'ai laissé la fièvre me dépasser parcontre commence pas à insulter j'suis pas ton pote
1299256175310012416;2020-08-28;Je me vois encore dans la première montée, après 200 ou 300 m de dénivelé, me dire : « Aller. Fait toi plaisir. Attaque. ». Je me relance plusieurs fois en courant dans des gros % jusqu’au point d’avoir du mal à respirer - le goût du sang au bout des lèvres et me bavant dessus.
1222302950627913728;2020-01-29;Comment j’aurai toussé fort [url]
1244878272820908034;2020-03-31;"Solidarité &amp; santé 🧓👴: un protocole plus strict de confinement et une prise en charge symptomatique est mise en place dans les #Ehpad. Un dispositif de veille est organisé pour tous les seniors. #coronavirus"
1245015215818846210;2020-03-31;"Coronavirus : Un médecin a été condamné par le tribunal de Lille à trois ans de prison dont un an avec sursis pour avoir notamment toussé ""de façon exagérée"" en présence des gendarmes en disant être atteint du covid-19 (AFP)"
1288226949362528256;2020-07-28;@mention Y’a un symptôme du coronavirus c’est la fatigue InshAllah tu l’as pas en plus t’as pas l’air d’avoir les autres symptômes mais fais attention qd même frerot
1288978406290358276;2020-07-31;"@mention Gros c’est un symptôme d’hypertension artérielle tu risques de faire un AVC dans les 48 prochaines heures au plus tard va vite aux urgences avant que ça tourne mal c’est potentiellement mortelle
Nan c’est faux j’en sais rien jsuis en seconde"
1296094994558849025;2020-08-19;Jai l’impression les gazs lacrymo ça me fait pas grand chose comparé aux gens. J’vois ils toussent ils sont au bout de leur vie et moi juste ça me pique un peu les yeux et le nez vous pensez j’suis une super-héroïne ? 🦸🏼‍♀️🦸🏼‍♀️🦸🏼‍♀️🦸🏼‍♀️🦸🏼‍♀️🦸🏼‍♀️🦸🏼‍♀️
1299441020757774337;2020-08-28;"Alexandra... 
Grande présentation de guerrière amazone... 
Elle arrive sur l'île prison d'Impel Down, elle commence à avoir les symptômes du COVID-19... 
Ça promet #KohLanta"
1235520625416036352;2020-03-05;"#Coronavirus #COVID19 | Se protéger, protéger les autres
Nous pouvons tous contribuer à limiter la propagation du virus grâce à des gestes simples
👐Se laver régulièrement les mains
🗣Tousser dans son coude
🤧Utiliser un mouchoir à usage unique
😷Malade : portez un masque jetable [url]"
1245802896417075201;2020-04-02;IL A TOUSSÉ !!!! #EdouardPhilippe
1282217806843584512;2020-07-12;@mention @mention @mention Elle est médecin donc tu vois les problématiques de port de FFP2 ça me parle un peu. Mais les gens malades qui viennent sans masque et ceux qui l’enlèvent pour tousser dans le cabinet je tolère assez peu.
1285135058270130176;2020-07-20;"*tousse*
Je ne vois pas de quoi vous voulez parler. #TeamTsundoku [url]"
1289538627182026753;2020-08-01;@mention tousse bla hechma et filme la reaction des gens mdddrr
1290179972175261702;2020-08-03;@mention  votre chauffeur du 9 direction les ulis qui dis aux passager qui monte qui a quelque un qui tousse sans même demander à la personne pourquoi elle tousse ça gêne pas ? Je suis en pleine crise d asthme je dois faire quoi me étouffer ??
1293834325620858881;2020-08-13;@mention @mention sans accessoire et encore plus rapide : tousser.
1300057665180241923;2020-08-30;@mention @mention @mention @mention Il y a une priorité effective pour les symptomatiques ? J'avais entendu qu'avec les demandes liées aux departs, les délais s'étaient allongés pour les symptômatiques.
1221383990197747712;2020-01-26;@mention il a toussé dans le bus tout le monde c’est écarté en mode il a le virus il me régale l'enculer 😂😂😂
1250393377008488448;2020-04-15;"Un petit parfum d'été 
[url]

Un petit parfum confiné certes mais c'est po grave, on se fait plaisir :)

Travers de porc au miel... une espèce de tsa-tsiou quoi.

Et voilou, le secret réside toujours dans la maîtrise de la température du barb... [url]"
1275145519673806849;2020-06-22;@mention Le plus dérangeant c'est les 39 de fièvre donc ça passe
1278204741785395202;2020-07-01;"🎗Troubles digestifs et endométriose🎗
Quels sont les différents troubles digestifs liés à l’endométriose ? Quelles sont les conséquences de cette forme  d’endométriose ? 
Toutes les réponses sur notre site
👉 [url]
#endometriose #symptome #santé #informer [url]"
1281002405946101764;2020-07-09;@mention Traitement symptomatique des douleurs d'intensité légère à modérée.  (Antalgique et antipyrétique).  Pour ma part et mon entourage toujours efficace pour les mal de dent
1284266609826304001;2020-07-18;C’est quoi vraiment les premiers symptômes de corona déjà ?
1286610315443085313;2020-07-24;"Les montres connectées, ça ne sert pas qu'à savoir si vous faites bien du sport. Ca peut aussi avoir une grosse utilité en terme de santé. Et surtout pour détecter les symptômes du Covid-19.
[url] #AppleWatch #Fitbit"
1294385475512303618;2020-08-14;@mention @mention Depuis le temps que je veux bouger hum *tousse* CALAIS *tousse*
1295369282214334467;2020-08-17;@mention Un peu les boules parceque je viens de me faire tousser dessus par une patiente qui a enlevé son masque au même moment... (j'avais qu'un chir en attente de ces masques...) dont les personnes symptomatiques qui l'ont contaminé ne se sont pas fait tester...
1295619312766656513;2020-08-18;@mention Les symptômes d’abord... Je range mon scalpel ! 😜
1299364352890462209;2020-08-28;"@mention @mention @mention Quand tu as 40 de fièvre,,est ce que tu te ballades dans la rue ?
Non,cest une question de bon sens de tous les jours ."
1300031797116493825;2020-08-30;@mention Le plus gros Tier-1 KO, ça fait tousser tout le monde :/
1253979240434892801;2020-04-25;Les socialos bavassent alors qu'il y a urgence à traiter dès diagnostic symptomato covid posé. Mais gouvernement corrompu attend médocs inefficaces et chers et vaccins de masse inefficaces et dangereux. [url]
1258749655413854209;2020-05-08;Bon je passe sur la surprise sur le moment du livreur (car très gentil au demeurant), étonné que Mr ne soit pas au courant d'une livraison de bières *tousse 😇*, et encore plus en apprenant que la commande m'était destinée. Les clichés ont la vie dure 😅.
1271832180977733633;2020-06-13;"@mention @mention ""Tousse"" 'culé"
1279656297391104002;2020-07-05;@mention j’ai la geule de bois et ton truc m’a donné mal à la gorge 🙂 mais c’est mon BIRTHDAY 🙂!!!!
1285487559825600513;2020-07-21;"#Startup Faut-il se lamenter quand une startup tricolore ne se fait racheter ""que"" 100 millions d'euros ? Non, répond Pierre Entremont, qui y voit au contraire le symptôme d'un écosystème en train de gagner en maturité. [url]"
1290378065265254401;2020-08-03;@mention @mention Là vous pensez aux personnes hospitalisées passées en réanimation, celles qui ont des symptômes persistants ne l'ont souvent pas été
1292034675628744704;2020-08-08;@mention @mention Horreur. Tellement symptomatique de notre temps... on a supprimé la morale mais comme disait un homme sage  «  On ne fait pas de politique avec la morale, on n’en fait pas d’avantage sans. »
1293216743436046336;2020-08-11;@mention @mention Possession de balle et de seum, ne l'oublions jamais. Et pour certains, une jalousie évidente envers Olivier Giroud qui, malgré tous les quolibets dont l'affuble un certain Belge (*tousse* indice dans le gif du précédent tweet *tousse*), est champion du monde, LUI. 😇
1293510103539355648;2020-08-12;@mention Rien compris non plus 😅 mais si c'est un symptôme et non plus une maladie c'est un symptôme de quelle maladie ?
1296725578922565633;2020-08-21;La température du cerveau des jeunes va dépasser celle de la température ambiante !⚽️🎯🧨 [url]
1298660194440937472;2020-08-26;@mention @mention Si tu as une toux ,tu te soignes !!
1300554743501279232;2020-09-01;le couplet de gee quand il fait rimer toux avec tout avec touts avec tout 🤯🤯🤯🤯 [url]
1204469041949237248;2019-12-10;@mention @mention *tousse*
1217506974247444480;2020-01-15;"@mention @mention @mention @mention @mention Ponctuer chacune de vos phrases par une petite pique condescendante est symptomatique d’une incapacité à réfléchir.
Du magnésium vous ferait le plus grand bien !
Bonne soirée !"
1225070566077538304;2020-02-05;"Opposer des patineuses ""qui n'ont pas écrit de bouquin"" à Sarah Abitbol qu'on écouterait ""parce qu'elle est connue"", est assez symptomatique de l'""empathie"" démontrée par Didier Gailhaguet. 😡 #conférence"
1245896957803081728;2020-04-03;@mention Il a beaucoup toussé
1246085666515161088;2020-04-03;@mention Pour moi ça dépend de la température. J’aime bien à une température entre 7 et 9 degrés.
1276557393409855494;2020-06-26;Devinez qui a 40 de fièvre à cause de la clim (trop) forte dans les (8) salles de cinéma où il est allé depuis lundi ? #KarmaIsABitch [url]
1283130587591708672;2020-07-14;@mention Le marché est tout à fait capable d’identifier les spécialités de chacun, et d’ailleurs il le fait déjà :) on connaît tousses confrères spécialisés en consolidation, en CHR, en crypto, en gestion de patrimoine ... Suffit d’arrêter Tartuffe et de nous laisser communiquer.
1285521822675603463;2020-07-21;"@mention @mention Oh mais non rien ne sert de devenir misogyne, on n’est pas un groupe social, elles incarnent une «féminité toxique» comme certains mecs incarnent une «masculinité toxique», c’est des traits féminins / masculins *extrêmes*, symptomatiques, pas représentatifs, faut s’en moquer ;)"
1287821738831753216;2020-07-27;@mention Nan j’ai juste mal à la gorge mais vu que je suis paro 💀💀 en vrai peut-être c’est juste une petite angine j’ai souvent mal à la gorge
1292838213795688455;2020-08-10;@mention @mention @mention @mention @mention Tu gagne plus que nous tousse réunis je pense
1298884145121198080;2020-08-27;@mention Ouais de fou jai archi mal quand j'avale jai dla fievre en plus
1227141688398876672;2020-02-11;L’enfant a tellement toussé que ça empêchait la mère poule en moi de dormir. Même dans une autre pièce.
1250030284709474310;2020-04-14;"Est-ce Macron et le gouvernement sont au courant qu'on a Internet et, pour certain.e.s, beaucoup plus de temps pour lire ?
Parce que du coup les tests sur les personnes symptômatiques on SAIT que c'est ça qui est absurde (d'un point de vue santé publique)... #11mai2020"
1252259417938104326;2020-04-20;"Je sais pas qui est le mec qui a dit qu’on aurait le droit qu’à 3g de paracétamol par jour, mais je pense que c’était pas un mec sympa.

#fièvredelamort [url]"
1273448392962834432;2020-06-18;"Rohlolaaaa j’ai envie d’aller niquer des SQUA......*tousse*ALO*tousse*
#Balancetontiktokeur"
1287388631699791874;2020-07-26;@mention Quand les gens se mettent des mêmes symptômes ça se voit. C'est comme ça que les médecins chinois s'en sont rendu compte
1290532560381136896;2020-08-04;J'veux pisser, j'ai froid, j'ai mal à la gorge mais jsuis trop pressée que Cécile arrive
1290680371416358915;2020-08-04;La longue quête du vaccin contre la fièvre jaune [url]
1294426758847045638;2020-08-15;@mention [url] *tousse* [url]
1299032848977063940;2020-08-27;"Il yaura plus de malades avec ce  symptôme  avec ce masque .
Nous allons inhalons nos propres toxines  et nos propres microbes .
Qui est très dangereux pour notre santé."
1299447021636644875;2020-08-28;Je tousse tellement que j’ai des courbatures aux abdos. Alors que j’ai pas d’abdos. Super.
1299842105494339585;2020-08-30;"@mention gros ce que t’as dis ça équivaut à : t’as mal à la gorge prend du lysopaine plutôt que d’aller voir un médecin
relis ton tweet tu verras"
1242069624356814850;2020-03-23;"@mention @mention @mention @mention Son mari est urgentiste et il a été testé pcq symptomatique. Elle l'accompagnait pendant le test.
Par ailleurs, je trouve pas délirant qu'un ministre en exercice ait une santé plus surveillée. Ou alors, on leur octroie 35h de travail par semaine..."
1253601944775675905;2020-04-24;"Un chantier de BTP rouvert depuis une semaine : Organisé, distribution de 2 masques par jour pour tous, gel, circulations sans croisements, etc...

Et là,  vient travailler un ouvrier, qui à tous les signes depuis 5 jours (fièvre, perte de gout).

Ça va le faire."
1258085260941832192;2020-05-06;"*tousse*
Quand tu essaie de tirer sur l'ambulance alors que tu es dedans...
#vscode
[url]"
1280228359704907779;2020-07-06;Symptomatique surtout de la vision que l’on au sport au sommet de l’Etat: un levier d’éducation, alors que le sport c’est aussi et même encore plus un élément central des politiques de santé, de notre économie, de l’emploi, mais aussi de l’aménagement du territoire... [url]
1280438945378074631;2020-07-07;"@mention @mention @mention @mention @mention @mention Ok, merci beaucoup. La seule incertitude concernerait donc la ""durée de vie"" des anticorps puisque le test avait été réalisé environ 3 mois après les symptômes. Sinon, quid d'une autre virose ayant touché tout le foyer avec des symptômes différents."
1284234183209082885;2020-07-17;"C'est une blague ? Est-ce qu'on est rendu aussi incapable de tolérer la liberté d'expression, au Québec ?

C'est un symptôme du #COVID19 qui frappe la #polqc, ou quoi ?

Franchement, il faut être en manque d'indignation chronique pour s'énerver pour si peu. [url]"
1284649208709025792;2020-07-19;"Les symptômes de la maladie qui ne guérit pas ressemblent tellement avec la vie avec une thalassémie, même mineure. 
Peut-être que je pourrais aider ? (mais je ne vois pas comment pour l'instant) J'ai une longue expérience de survie avec ça."
1287767115299278848;2020-07-27;@mention Les symptômes de pervers narcissiques ça ( Jsuis encore pire )
1290906857872261125;2020-08-05;Dans le métro y a une sdf qui nous tousse dessus parce que personne lui a donné de l’argent????? j’suis en larmes si j’ai le covid19 dites a ma mère que je l’aime
1294560221759774720;2020-08-15;"Je tousse de plus en plus ^^"""
1295040750007263234;2020-08-16;@mention Oe c bon mais apres ça fait tousser crari le diez ça fait tousser le corona, eh c l’arroseur arrosé ou koi
1296608995445276672;2020-08-21;Le boug m’a quand même répondu « même, t’es une fausse parisienne, même avec le COVID j’y serais allé, tu supporte ou tu supporte pas » PTDR j’étais dans mon canapé au bord du malaise 39 de fièvre vertiges j’allais aller sur les champs ?????????
1298998396636680193;2020-08-27;@mention @mention @mention Est-ce qu'ils sont malades,est ce qu'ils ont des symptômes ?
1230620096269254656;2020-02-20;@mention *tousse*
1268454175039541248;2020-06-04;"#coronavirus : merci à Nicolas Martin + son équipe de faire la lumière sur les #symptomes de la #Covid_19 qui durent perte de goût, d’odorat, etc - neurologique ? Et à terme ? 
Écoutez ⁦@mention⁩ ⁦@mention⁩ #covid #odorat #gout  [url]"
1273008646071484416;2020-06-16;"@mention @mention Enfin là c'est particulièrement grave

Ou symptomatique de la dérive d'une partie de la profession, qui mélange clics, idéologie et flemme intellectuelle"
1282367081435090952;2020-07-12;"🍃FRICHTI - MARCHE DIRECT PRODUCTEURS🍃
.
La nouvelle promesse de frichti : nous livrer en 1h des produits ultra frais cueillis la veille voire le jour même pour toujours plus de goût ! Là j’avoue qu’à moins d’habiter… [url]"
1284064438501478400;2020-07-17;"Porosité médiatico-politique : symptôme d'une #democratie  à bout de souffle et / ou déplacement dangereux des espaces du débat politique ? 
#TPMP #media #Politique [url]"
1286250638003838983;2020-07-23;Les gens qui toussent dans l’air ma phobie
1286690047404773379;2020-07-24;@mention C’est quoi tes symptômes si c’est pas indiscret ?
1287714764924297217;2020-07-27;"Moi qui répond aux patients qui veulent un test COVID en urgence alors qu'ils ont pas de symptômes et qu'on est débordés ""oui mais j'ai vu à la télé..."" 😤
#COVID19 
#cestlamerde
#jenairazlebol
#vivementlesvacancesjepeteuncable
#encoreuneniemetextedeloi [url]"
1288138920111341569;2020-07-28;@mention J'imagine. Je reste assez alerte sur d'éventuels symptômes anormaux. Je n'ai pas de fièvre, pas d'infection. Juste un truc qui coule et se vide peu à peu. Je m'hydrate bien, je nettoie avec un savon à la sauge (paraît que c'est bien) et là je laisse à l'air XD
1290180900517380096;2020-08-03;"6 mois qu'on martèle H24 sur les ondes télé et radio qu'il ne faut ""surtout pas se rendre aux urgences"" en cas de symptômes #Covid_19. 

6 mois.

Et que font certains ? Non seulement ils se rendent aux urgences mais font un #Thread pour se plaindre de l'accueil.

Désespérant. [url]"
1292424452853190656;2020-08-09;@mention Ben, quand on écoute ce qui passe dans les charts depuis quelques dizaines d'années, il ne faut pas s'étonner que les gens n'aient plus de goûts musicaux ou d'oreille musicale... 😼
1292922201109417984;2020-08-10;Je fais des malaises random depuis que les grosses chaleurs ont commencé la, j'ai des vertiges, des nausées, et difficultés à respirer. ET C'EST SANS LE MASQUE qui mi juillet déjà me faisait suffoquer ce qui provoquait vertiges.
1296910636618788866;2020-08-21;@mention @mention Mdrrrrrrrrrrrr Kens ? Soit digne y’a quoi ? Ton Club c’est fait remplir comme Astrid y’a moins d’une semaine on te voit déjà ici entrain de toussé ?? Nan poto c’est pas comme ça c’est pour ça Léo veut se cassé  vous êtes malhonnête la racaille blaugrana mdr
1300000212673593344;2020-08-30;Incroyable file d'attente pour (tenter) de se faire dépister du #COVIDー19 ce dimanche matin à Neuilly. Bcp de cas contacts, de personnes avec symptômes et d'employés devant se rendre à l'étranger... #TestCovid [url]
1300109357615640576;2020-08-30;@mention @mention @mention @mention En théorie les labos traintent les cas symptomatiques en priorité
1237735862059876352;2020-03-11;2014.Un homme agressé parce que juif en plein Paris au 21° siecle. Retour de l'antisemitisme? [url] #barbarie-symptôme et psychanalyse
1256198586586599425;2020-05-01;Je vien de prendre un capture d’écran , j’ai toussé et tozz en même temps
1262412736035721227;2020-05-18;*tousse* [url]
